Data Set 1: Time (s),Data Set 1: Force G (N),Data Set 1: Force Y (N),Data Set 2: Time (s),Data Set 2: Force G (N),Data Set 2: Force Y (N),Data Set 3: Time (s),Data Set 3: Force G (N),Data Set 3: Force Y (N),Data Set 4: Time (s),Data Set 4: Force G (N),Data Set 4: Force Y (N),Data Set 5: Time (s),Data Set 5: Force G (N),Data Set 5: Force Y (N),Data Set 6: Time (s),Data Set 6: Force G (N),Data Set 6: Force Y (N),Data Set 7: Time (s),Data Set 7: Force G (N),Data Set 7: Force Y (N),Data Set 8: Time (s),Data Set 8: Force G (N),Data Set 8: Force Y (N),Data Set 9: Time (s),Data Set 9: Force G (N),Data Set 9: Force Y (N),Data Set 10: Time (s),Data Set 10: Force G (N),Data Set 10: Force Y (N),Data Set 11: Time (s),Data Set 11: Force G (N),Data Set 11: Force Y (N),Data Set 12: Time (s),Data Set 12: Force G (N),Data Set 12: Force Y (N),Data Set 13: Time (s),Data Set 13: Force G (N),Data Set 13: Force Y (N),Data Set 14: Time (s),Data Set 14: Force G (N),Data Set 14: Force Y (N),Data Set 15: Time (s),Data Set 15: Force G (N),Data Set 15: Force Y (N),Data Set 16: Time (s),Data Set 16: Force G (N),Data Set 16: Force Y (N),Data Set 17: Time (s),Data Set 17: Force G (N),Data Set 17: Force Y (N),Data Set 18: Time (s),Data Set 18: Force G (N),Data Set 18: Force Y (N),Data Set 19: Time (s),Data Set 19: Force G (N),Data Set 19: Force Y (N),Data Set 20: Time (s),Data Set 20: Force G (N),Data Set 20: Force Y (N)
0.000000,0.016617,-0.013046,0.000000,0.014542,-0.008698,0.000000,0.000000,-0.008698,0.000000,-0.002075,-0.006523,0.000000,0.002075,-0.008698,0.000000,0.006233,0.076118,0.000000,0.012466,-0.006523,0.000000,0.008316,0.004349,0.000000,0.004158,-0.008698,0.000000,-0.004158,-0.002174,0.000000,-0.002083,0.002174,0.000000,-0.004158,0.000000,0.000000,-0.002083,0.004349,0.000000,0.008308,0.004349,0.000000,0.004158,-0.008698,0.000000,0.002083,-0.013054,0.000000,0.000000,-0.004349,0.000000,0.004158,-0.002174,0.000000,0.002083,0.010872,0.000000,0.000000,0.017395
0.020000,0.029083,-0.008698,0.020000,0.008308,-0.004349,0.020000,0.002083,-0.010872,0.020000,0.004158,-0.008698,0.020000,-0.004158,-0.006523,0.020000,0.008308,0.073944,0.020000,0.002083,-0.006523,0.020000,0.004158,0.004349,0.020000,0.002075,-0.002174,0.020000,0.000000,0.002174,0.020000,-0.006233,-0.004349,0.020000,-0.002083,0.002174,0.020000,0.000000,0.002174,0.020000,0.008308,0.004349,0.020000,0.008316,-0.006523,0.020000,-0.004150,-0.013054,0.020000,-0.002075,-0.010880,0.020000,-0.002075,-0.008698,0.020000,0.002083,0.010872,0.020000,0.004158,0.008698
0.040000,0.022850,-0.015221,0.040000,0.006226,-0.004349,0.040000,0.002083,-0.015221,0.040000,0.000000,-0.008698,0.040000,0.000000,-0.004349,0.040000,0.004150,0.052200,0.040000,0.006233,-0.004349,0.040000,0.008316,0.000000,0.040000,0.004158,0.002174,0.040000,0.002075,0.000000,0.040000,-0.008316,0.002174,0.040000,-0.008316,0.006523,0.040000,0.004150,0.004349,0.040000,0.004150,-0.002174,0.040000,0.004158,-0.008698,0.040000,0.002083,-0.013054,0.040000,-0.004150,-0.010880,0.040000,0.004158,-0.010880,0.040000,0.008316,0.006523,0.040000,0.006233,0.015221
0.060000,0.020775,-0.015221,0.060000,0.012459,-0.002174,0.060000,0.000000,-0.008698,0.060000,0.004158,-0.008698,0.060000,-0.002075,-0.008698,0.060000,0.002075,0.015221,0.060000,0.008316,-0.008698,0.060000,0.012466,0.000000,0.060000,0.002075,-0.008698,0.060000,-0.002083,0.000000,0.060000,-0.002083,0.010880,0.060000,-0.004158,0.002174,0.060000,-0.002083,0.002174,0.060000,-0.002083,0.002174,0.060000,0.004158,-0.008698,0.060000,0.000000,-0.015228,0.060000,0.002083,-0.008698,0.060000,0.000000,-0.004349,0.060000,0.002083,0.013054,0.060000,0.002083,0.013046
0.080000,0.024925,-0.013046,0.080000,0.008308,-0.006523,0.080000,0.004158,-0.004349,0.080000,0.006233,-0.010872,0.080000,0.002075,-0.010872,0.080000,0.010384,0.010872,0.080000,0.006233,-0.010872,0.080000,0.004158,-0.002174,0.080000,0.002075,-0.008698,0.080000,-0.004158,-0.002174,0.080000,-0.008316,0.010880,0.080000,-0.006233,0.004349,0.080000,0.010384,0.006523,0.080000,0.002075,0.002174,0.080000,0.002083,-0.013054,0.080000,0.002083,-0.006523,0.080000,0.004158,-0.006523,0.080000,0.008316,-0.013054,0.080000,0.002083,0.013054,0.080000,0.002083,0.017395
0.100000,0.020775,-0.019569,0.100000,0.014542,-0.008698,0.100000,0.006233,-0.008698,0.100000,0.008308,-0.008698,0.100000,0.000000,-0.006523,0.100000,0.010384,0.006523,0.100000,0.012466,-0.010872,0.100000,0.008316,0.000000,0.100000,0.004158,-0.006523,0.100000,-0.002083,-0.002174,0.100000,-0.006233,0.004349,0.100000,-0.002083,-0.002174,0.100000,0.000000,0.008698,0.100000,0.002075,0.008698,0.100000,0.004158,-0.006523,0.100000,0.004158,-0.010880,0.100000,0.006233,-0.008698,0.100000,0.006233,-0.004349,0.100000,0.008316,0.021751,0.100000,0.000000,0.013046
0.120000,0.020775,-0.013046,0.120000,0.004150,-0.006523,0.120000,0.008316,-0.004349,0.120000,0.002075,-0.008698,0.120000,0.006233,0.023926,0.120000,0.002075,-0.002174,0.120000,0.004158,-0.015221,0.120000,0.008316,0.000000,0.120000,0.000000,0.004349,0.120000,-0.016624,0.008698,0.120000,0.000000,0.000000,0.120000,-0.004158,0.002174,0.120000,0.002075,0.004349,0.120000,0.002075,0.002174,0.120000,0.010391,-0.006523,0.120000,0.000000,-0.010880,0.120000,0.000000,0.000000,0.120000,-0.002075,-0.004349,0.120000,0.006233,0.015228,0.120000,0.002083,0.019569
0.140000,0.018692,-0.008698,0.140000,0.014542,-0.004349,0.140000,0.010391,-0.008698,0.140000,0.004158,-0.004349,0.140000,0.006233,0.039154,0.140000,0.004150,0.000000,0.140000,0.006233,-0.017395,0.140000,0.010391,-0.002174,0.140000,-0.002075,0.002174,0.140000,-0.139206,-0.002174,0.140000,0.002075,0.008698,0.140000,-0.002083,0.002174,0.140000,0.000000,0.004349,0.140000,0.000000,0.000000,0.140000,0.010391,-0.013054,0.140000,-0.002075,-0.010880,0.140000,0.000000,-0.006523,0.140000,-0.002075,-0.004349,0.140000,0.000000,0.010872,0.140000,0.008316,0.021744
0.160000,0.020775,-0.013046,0.160000,0.014542,-0.004349,0.160000,0.002083,-0.013046,0.160000,0.002075,-0.013046,0.160000,0.006233,0.050026,0.160000,0.010384,0.000000,0.160000,-0.002075,-0.008698,0.160000,0.004158,0.002174,0.160000,0.002075,-0.004349,0.160000,-0.151672,-0.002174,0.160000,-0.062332,0.006523,0.160000,-0.002083,0.002174,0.160000,-0.006233,0.010880,0.160000,-0.006233,-0.006523,0.160000,0.010391,-0.013054,0.160000,0.002083,-0.010880,0.160000,0.004158,-0.002174,0.160000,-0.002075,-0.015228,0.160000,-0.002075,0.002174,0.160000,0.006233,0.021744
0.180000,0.022850,-0.004349,0.180000,0.006226,-0.008698,0.180000,0.008316,0.032623,0.180000,-0.002075,-0.010872,0.180000,0.004158,0.043503,0.180000,0.002075,0.000000,0.180000,0.000000,-0.006523,0.180000,0.008316,0.006523,0.180000,0.008308,-0.002174,0.180000,-0.116348,-0.002174,0.180000,-0.132973,0.010880,0.180000,0.000000,0.002174,0.180000,-0.002083,0.006523,0.180000,-0.006233,0.008698,0.180000,-0.054016,-0.010880,0.180000,0.002083,-0.013054,0.180000,-0.002075,-0.006523,0.180000,0.006233,-0.006523,0.180000,0.002083,0.010872,0.180000,0.010391,0.015221
0.200000,0.027008,-0.008698,0.200000,0.012459,0.000000,0.200000,0.000000,0.065254,0.200000,0.006233,-0.008698,0.200000,0.002075,0.030449,0.200000,0.002075,0.002174,0.200000,0.006233,-0.008698,0.200000,0.002083,0.008698,0.200000,-0.004158,-0.004349,0.200000,-0.033241,0.008698,0.200000,-0.145439,0.006523,0.200000,-0.002083,0.000000,0.200000,0.000000,0.006523,0.200000,-0.155823,0.002174,0.200000,-0.141281,0.004349,0.200000,0.002083,-0.008698,0.200000,-0.002075,-0.008698,0.200000,0.008316,-0.004349,0.200000,-0.002075,0.010872,0.200000,0.000000,0.017395
0.220000,0.024925,-0.021744,0.220000,0.010384,0.008705,0.220000,0.010391,0.060898,0.220000,-0.002075,-0.004349,0.220000,0.000000,0.006531,0.220000,0.004150,0.004349,0.220000,0.000000,-0.008698,0.220000,0.008316,0.002174,0.220000,-0.004158,-0.006523,0.220000,-0.008316,-0.002174,0.220000,-0.095573,0.000000,0.220000,-0.004158,0.002174,0.220000,-0.006233,0.010880,0.220000,-0.166214,0.010880,0.220000,-0.164131,-0.017403,0.220000,0.004158,-0.010880,0.220000,-0.004150,-0.006523,0.220000,0.000000,-0.008698,0.220000,0.006233,0.008698,0.220000,-0.004150,0.021744
0.240000,0.020775,-0.017395,0.240000,0.012459,-0.006523,0.240000,0.004158,0.047852,0.240000,-0.002075,-0.004349,0.240000,-0.002075,-0.013046,0.240000,-0.002083,0.004349,0.240000,0.002083,0.000000,0.240000,0.006233,-0.008698,0.240000,0.002075,-0.004349,0.240000,0.006233,0.000000,0.240000,-0.037399,0.000000,0.240000,-0.083107,0.006523,0.240000,-0.002083,0.002174,0.240000,-0.112198,0.008698,0.240000,-0.085182,-0.002174,0.240000,0.006233,-0.010880,0.240000,-0.008308,-0.006523,0.240000,0.006233,-0.002174,0.240000,0.002083,0.017403,0.240000,0.002083,0.017395
0.260000,0.020775,-0.013046,0.260000,0.006226,-0.002174,0.260000,0.002083,0.019577,0.260000,0.002075,-0.013046,0.260000,-0.002075,-0.017395,0.260000,0.002075,0.002174,0.260000,0.004158,0.045677,0.260000,0.006233,0.004349,0.260000,0.004158,-0.010872,0.260000,0.006233,0.002174,0.260000,-0.004158,0.006523,0.260000,-0.143364,0.008698,0.260000,0.002075,-0.004349,0.260000,-0.029091,0.000000,0.260000,-0.024925,0.093521,0.260000,0.004158,-0.006523,0.260000,-0.112190,-0.010880,0.260000,0.004158,-0.006523,0.260000,0.008316,0.015228,0.260000,-0.004150,0.013046
0.280000,0.027008,-0.017395,0.280000,0.008308,-0.006523,0.280000,0.006233,-0.002174,0.280000,0.000000,-0.013046,0.280000,0.004158,-0.010872,0.280000,0.000000,0.002174,0.280000,0.004158,0.067429,0.280000,0.002083,0.002174,0.280000,0.006233,-0.010872,0.280000,0.004150,-0.008698,0.280000,0.000000,0.000000,0.280000,-0.168289,0.002174,0.280000,0.000000,0.004349,0.280000,0.000000,0.010880,0.280000,0.008316,0.123970,0.280000,0.000000,-0.010880,0.280000,-0.153740,-0.004349,0.280000,0.000000,-0.004349,0.280000,0.006233,0.004349,0.280000,0.000000,0.015221
0.300000,0.024925,-0.008698,0.300000,0.016617,-0.006523,0.300000,0.002083,-0.006523,0.300000,0.000000,-0.006523,0.300000,0.000000,-0.017395,0.300000,0.012466,0.000000,0.300000,0.006233,0.073952,0.300000,0.008316,-0.002174,0.300000,0.006233,-0.010872,0.300000,0.008308,-0.010872,0.300000,0.006233,0.004349,0.300000,-0.085182,0.006523,0.300000,0.002075,0.002174,0.300000,0.008308,0.004349,0.300000,0.012466,0.100052,0.300000,0.006233,-0.004349,0.300000,-0.141281,-0.015228,0.300000,0.000000,-0.010880,0.300000,0.010391,0.015228,0.300000,0.004158,0.015221
0.320000,0.020775,-0.010872,0.320000,0.014542,-0.002174,0.320000,0.006233,-0.013046,0.320000,-0.002075,-0.006523,0.320000,0.002075,-0.013046,0.320000,0.006233,-0.006531,0.320000,-0.004150,0.043503,0.320000,0.016624,0.004349,0.320000,0.008308,-0.002174,0.320000,0.012466,-0.004349,0.320000,0.006233,-0.004349,0.320000,-0.014542,0.000000,0.320000,0.000000,0.006523,0.320000,0.014542,0.006523,0.320000,0.010391,0.030449,0.320000,0.002083,-0.017403,0.320000,-0.043625,-0.010880,0.320000,0.006233,-0.006523,0.320000,0.006233,0.006523,0.320000,0.012466,0.017395
0.340000,0.022850,-0.013046,0.340000,0.010384,-0.013046,0.340000,0.010391,-0.013046,0.340000,0.000000,-0.008698,0.340000,0.002075,-0.017395,0.340000,0.006233,0.004349,0.340000,0.006233,0.010880,0.340000,0.006233,0.000000,0.340000,0.004158,-0.010872,0.340000,0.014542,-0.008698,0.340000,0.010384,-0.002174,0.340000,0.000000,0.002174,0.340000,-0.002083,0.002174,0.340000,0.014542,0.006523,0.340000,0.014549,0.002174,0.340000,0.004158,-0.002174,0.340000,-0.006233,-0.013054,0.340000,-0.002075,-0.008698,0.340000,0.004158,0.015228,0.340000,0.012466,0.015221
0.360000,0.020775,-0.006523,0.360000,0.002075,-0.004349,0.360000,0.000000,-0.015221,0.360000,-0.002075,-0.008698,0.360000,-0.008308,-0.013046,0.360000,0.008308,0.000000,0.360000,0.008316,-0.006523,0.360000,0.006233,-0.002174,0.360000,-0.002075,-0.010872,0.360000,0.002075,0.004349,0.360000,0.010384,-0.002174,0.360000,0.002075,0.002174,0.360000,-0.002083,-0.002174,0.360000,0.010384,0.000000,0.360000,0.012466,-0.008698,0.360000,0.002083,-0.006523,0.360000,0.012466,-0.013054,0.360000,0.000000,-0.004349,0.360000,0.004158,0.006523,0.360000,0.002083,0.015221
0.380000,0.020775,-0.008698,0.380000,0.006226,-0.006523,0.380000,0.008316,-0.008698,0.380000,-0.004158,-0.010872,0.380000,0.002075,-0.015221,0.380000,0.010384,-0.004356,0.380000,-0.002075,-0.004349,0.380000,0.002083,0.002174,0.380000,-0.002075,-0.010872,0.380000,0.008308,0.004349,0.380000,0.010384,0.002174,0.380000,0.006233,0.002174,0.380000,-0.002083,-0.008698,0.380000,0.014542,-0.004349,0.380000,0.010391,-0.015228,0.380000,0.004158,-0.002174,0.380000,0.010391,0.076126,0.380000,0.004158,-0.008698,0.380000,0.000000,0.006523,0.380000,0.008316,0.021744
0.400000,0.024925,-0.026100,0.400000,0.010384,-0.010872,0.400000,0.008316,-0.010872,0.400000,0.002075,-0.006523,0.400000,-0.006233,-0.010872,0.400000,0.006233,0.000000,0.400000,0.006233,-0.008698,0.400000,0.010391,0.006523,0.400000,0.000000,-0.002174,0.400000,0.010384,0.006523,0.400000,0.012466,-0.002174,0.400000,0.010384,0.000000,0.400000,0.004150,0.002174,0.400000,0.014542,0.004349,0.400000,0.006233,-0.023926,0.400000,0.002083,-0.013054,0.400000,0.018700,0.150070,0.400000,0.004158,-0.006523,0.400000,0.002083,0.013054,0.400000,0.002083,0.015221
0.420000,0.012459,-0.010872,0.420000,0.006226,0.000000,0.420000,0.006233,-0.008698,0.420000,-0.004158,-0.010872,0.420000,-0.002075,-0.017395,0.420000,0.002075,0.006523,0.420000,0.006233,-0.013046,0.420000,0.006233,-0.002174,0.420000,0.006233,-0.010872,0.420000,0.008308,0.004349,0.420000,0.008308,0.004349,0.420000,0.012466,0.010880,0.420000,-0.004158,0.004349,0.420000,0.010384,0.000000,0.420000,0.012466,-0.017403,0.420000,0.000000,-0.013054,0.420000,0.014549,0.134850,0.420000,0.002083,-0.013054,0.420000,0.004158,0.015228,0.420000,-0.004150,0.039146
0.440000,0.022850,-0.013046,0.440000,0.012459,-0.002174,0.440000,0.002083,-0.008698,0.440000,-0.002075,-0.006523,0.440000,-0.004158,-0.021751,0.440000,0.002075,0.004349,0.440000,0.002083,-0.013046,0.440000,0.006233,0.002174,0.440000,-0.002075,0.000000,0.440000,0.012466,-0.004349,0.440000,0.008308,0.002174,0.440000,0.012466,0.010880,0.440000,0.000000,0.002174,0.440000,0.014542,0.006523,0.440000,0.016624,-0.010880,0.440000,0.004158,-0.008698,0.440000,0.014549,0.056549,0.440000,-0.002075,-0.004349,0.440000,0.002083,0.019577,0.440000,0.010391,0.132668
0.460000,0.022850,-0.015221,0.460000,0.014542,-0.010872,0.460000,0.006233,-0.017395,0.460000,0.002075,-0.013046,0.460000,-0.002075,-0.015221,0.460000,0.010384,0.008698,0.460000,0.008316,-0.019569,0.460000,-0.024925,-0.002174,0.460000,-0.002075,-0.006523,0.460000,0.006233,0.000000,0.460000,0.012466,-0.002174,0.460000,0.008308,0.002174,0.460000,-0.004158,0.002174,0.460000,0.010384,0.000000,0.460000,0.016624,-0.015228,0.460000,0.004158,-0.006523,0.460000,0.010391,0.000000,0.460000,0.000000,-0.013054,0.460000,-0.037392,0.013054,0.460000,0.000000,0.123970
0.480000,0.016617,-0.017395,0.480000,0.012459,-0.008698,0.480000,0.010391,-0.015221,0.480000,-0.002075,-0.008698,0.480000,0.002075,-0.017395,0.480000,0.006233,0.010872,0.480000,0.004158,-0.010872,0.480000,-0.151665,0.008698,0.480000,0.000000,-0.002174,0.480000,0.012466,0.000000,0.480000,0.016617,0.000000,0.480000,0.010384,0.008698,0.480000,-0.002083,0.006523,0.480000,0.022850,0.004349,0.480000,0.018700,-0.015228,0.480000,-0.006233,-0.006523,0.480000,0.016624,-0.010880,0.480000,-0.004150,-0.008698,0.480000,-0.139198,0.008698,0.480000,0.006233,0.086998
0.500000,0.020775,-0.013046,0.500000,0.014542,-0.010872,0.500000,0.004158,-0.019577,0.500000,-0.006233,-0.008698,0.500000,-0.002075,-0.013046,0.500000,0.010384,0.006523,0.500000,0.006233,-0.015221,0.500000,-0.126732,0.004349,0.500000,0.004158,-0.010872,0.500000,0.016617,-0.004349,0.500000,0.012466,0.000000,0.500000,0.014542,0.004349,0.500000,0.002075,0.000000,0.500000,0.010384,-0.002174,0.500000,0.014549,-0.019577,0.500000,0.000000,-0.006523,0.500000,0.018700,-0.015228,0.500000,0.002083,-0.008698,0.500000,-0.166206,0.006523,0.500000,-0.101799,0.041321
0.520000,0.020775,-0.010872,0.520000,0.012459,-0.006523,0.520000,0.002083,-0.010872,0.520000,-0.010384,-0.010872,0.520000,0.004158,-0.019569,0.520000,0.004150,0.000000,0.520000,0.010391,-0.013046,0.520000,-0.099724,0.000000,0.520000,0.006233,-0.002174,0.520000,0.016617,0.004349,0.520000,0.014542,-0.002174,0.520000,0.008308,0.002174,0.520000,0.002075,0.002174,0.520000,0.012466,-0.002174,0.520000,0.016624,-0.019577,0.520000,-0.002075,-0.013054,0.520000,0.018700,-0.013054,0.520000,0.006233,0.000000,0.520000,-0.083099,0.028275,0.520000,-0.159973,0.017395
0.540000,0.020775,-0.010872,0.540000,0.010384,-0.010872,0.540000,0.000000,-0.008698,0.540000,-0.012466,0.021751,0.540000,0.006233,-0.021751,0.540000,0.008308,0.002174,0.540000,-0.002075,-0.006523,0.540000,-0.014542,0.000000,0.540000,0.000000,-0.004349,0.540000,0.014542,-0.002174,0.540000,0.010384,0.004349,0.540000,0.010384,0.004349,0.540000,0.000000,0.000000,0.540000,0.012466,0.000000,0.540000,0.022858,-0.023926,0.540000,-0.002075,-0.015228,0.540000,0.014549,-0.004349,0.540000,-0.091415,0.030449,0.540000,-0.020775,0.123978,0.540000,-0.143356,0.008698
0.560000,0.016617,-0.019569,0.560000,0.006226,-0.006523,0.560000,-0.004150,-0.017395,0.560000,-0.006233,0.050026,0.560000,0.004158,-0.019569,0.560000,-0.004158,0.004349,0.560000,0.006233,-0.013046,0.560000,0.010391,0.004349,0.560000,0.004158,-0.006523,0.560000,0.014542,0.000000,0.560000,0.012466,0.004349,0.560000,0.012466,0.000000,0.560000,-0.004158,0.004349,0.560000,0.012466,0.002174,0.560000,0.018700,-0.017403,0.560000,0.002083,-0.004349,0.560000,0.014549,-0.015228,0.560000,-0.155823,0.141373,0.560000,0.008316,0.154427,0.560000,-0.045708,0.004349
0.580000,0.018692,-0.023926,0.580000,0.006226,-0.006523,0.580000,0.000000,-0.019577,0.580000,0.008308,0.058723,0.580000,0.000000,-0.015221,0.580000,0.000000,0.000000,0.580000,0.006233,-0.010872,0.580000,0.012466,0.006523,0.580000,0.002075,-0.004349,0.580000,0.010384,0.002174,0.580000,0.012466,0.000000,0.580000,0.008308,0.004349,0.580000,-0.147514,0.000000,0.580000,0.016617,0.000000,0.580000,0.022858,-0.021751,0.580000,-0.006233,-0.006523,0.580000,0.016624,-0.019577,0.580000,-0.155823,0.126144,0.580000,0.010391,0.128326,0.580000,-0.004150,0.008698
0.600000,0.024925,-0.008698,0.600000,0.008308,-0.006523,0.600000,-0.002075,-0.013046,0.600000,0.000000,0.047852,0.600000,0.000000,-0.010872,0.600000,-0.004158,0.004349,0.600000,0.008316,-0.008698,0.600000,0.016624,0.002174,0.600000,0.002075,-0.004349,0.600000,0.010384,-0.010872,0.600000,0.012466,0.004349,0.600000,0.014542,0.013054,0.600000,-0.176605,0.004349,0.600000,0.016617,0.002174,0.600000,0.012466,-0.026100,0.600000,0.004158,-0.004349,0.600000,0.010391,-0.019577,0.600000,-0.060249,0.056549,0.600000,0.016624,0.050026,0.600000,0.002083,0.006523
0.620000,0.018692,-0.013046,0.620000,0.014542,-0.008698,0.620000,0.004158,-0.015221,0.620000,-0.002075,0.039154,0.620000,0.002075,-0.015221,0.620000,0.002075,0.006523,0.620000,0.006233,-0.010872,0.620000,0.020782,0.002174,0.620000,0.008308,-0.006523,0.620000,0.014542,0.006523,0.620000,0.016617,-0.002174,0.620000,0.016617,0.008698,0.620000,-0.118431,-0.004349,0.620000,0.008308,0.013054,0.620000,0.012466,-0.023926,0.620000,0.002083,-0.013054,0.620000,0.014549,-0.017403,0.620000,-0.012459,0.000000,0.620000,0.016624,0.017403,0.620000,0.018700,0.010872
0.640000,0.022850,-0.010872,0.640000,0.008308,-0.013046,0.640000,0.002083,-0.017395,0.640000,0.000000,0.013054,0.640000,-0.002075,-0.006523,0.640000,0.010384,0.002174,0.640000,0.002083,-0.008698,0.640000,0.024933,0.006523,0.640000,0.004158,0.000000,0.640000,0.014542,0.002174,0.640000,0.012466,0.000000,0.640000,0.010384,0.004349,0.640000,-0.033241,0.004349,0.640000,0.008308,0.006523,0.640000,0.018700,-0.023926,0.640000,-0.008308,-0.010880,0.640000,0.022858,-0.013054,0.640000,0.010391,-0.013054,0.640000,0.016624,0.008698,0.640000,0.014549,0.008698
0.660000,0.014542,-0.015221,0.660000,0.012459,-0.004349,0.660000,0.004158,-0.015221,0.660000,0.000000,-0.002174,0.660000,0.000000,-0.015221,0.660000,-0.002083,0.004349,0.660000,0.004158,-0.017395,0.660000,0.022858,-0.006523,0.660000,0.006233,-0.006523,0.660000,0.008308,0.004349,0.660000,0.002075,0.004349,0.660000,0.012466,0.000000,0.660000,-0.002083,-0.002174,0.660000,0.012466,-0.004349,0.660000,0.012466,-0.017403,0.660000,-0.004150,-0.008698,0.660000,0.018700,-0.017403,0.660000,0.016624,-0.019577,0.660000,0.008316,0.006523,0.660000,0.018700,0.010872
0.680000,0.018692,-0.019569,0.680000,0.008308,-0.010872,0.680000,0.010391,-0.017395,0.680000,-0.002075,-0.013046,0.680000,0.002075,-0.013046,0.680000,0.002075,0.013046,0.680000,0.006233,-0.008698,0.680000,0.020782,-0.004349,0.680000,0.002075,-0.010872,0.680000,0.008308,-0.004349,0.680000,0.016617,0.015228,0.680000,0.012466,0.006523,0.680000,0.010384,0.008698,0.680000,0.018700,0.000000,0.680000,0.016624,-0.015228,0.680000,0.004158,-0.013054,0.680000,0.012466,-0.019577,0.680000,0.014549,-0.015228,0.680000,0.020782,0.004349,0.680000,0.018700,0.013046
0.700000,0.022850,-0.017395,0.700000,0.014542,-0.010872,0.700000,-0.002075,-0.021751,0.700000,-0.004158,-0.010872,0.700000,0.000000,-0.017395,0.700000,0.008308,0.006523,0.700000,0.010391,-0.010872,0.700000,0.012466,0.002174,0.700000,0.000000,-0.002174,0.700000,0.006233,-0.006523,0.700000,0.016617,0.002174,0.700000,0.000000,0.008698,0.700000,0.016617,0.002174,0.700000,0.012466,0.008698,0.700000,0.014549,-0.013054,0.700000,0.002083,-0.010880,0.700000,0.018700,-0.019577,0.700000,0.024933,-0.019577,0.700000,0.016624,0.008698,0.700000,0.018700,0.010872
0.720000,0.020775,-0.017395,0.720000,0.018692,-0.006523,0.720000,0.002083,-0.015221,0.720000,-0.004158,-0.013046,0.720000,0.002075,-0.021751,0.720000,0.002075,-0.004356,0.720000,0.002083,-0.008698,0.720000,0.027016,-0.004349,0.720000,-0.130890,-0.002174,0.720000,0.010384,-0.004349,0.720000,0.010384,0.004349,0.720000,0.014542,0.006523,0.720000,0.016617,0.006523,0.720000,0.012466,0.000000,0.720000,0.018700,-0.021751,0.720000,0.006233,-0.008698,0.720000,0.024933,-0.017403,0.720000,0.014549,-0.017403,0.720000,0.020782,0.010872,0.720000,0.008316,0.008698
0.740000,0.012459,-0.015221,0.740000,-0.108040,-0.004349,0.740000,0.000000,-0.023926,0.740000,-0.006233,-0.010872,0.740000,0.000000,-0.010872,0.740000,0.002075,0.002174,0.740000,0.004158,-0.019569,0.740000,0.020782,0.000000,0.740000,-0.168289,-0.002174,0.740000,0.008308,-0.006523,0.740000,0.010384,0.008698,0.740000,0.018700,0.000000,0.740000,0.014542,0.010880,0.740000,0.012466,0.000000,0.740000,0.016624,-0.021751,0.740000,0.002083,0.000000,0.740000,0.016624,-0.017403,0.740000,0.020782,-0.017403,0.740000,0.016624,0.008698,0.740000,0.014549,0.006523
0.760000,0.018692,-0.017395,0.760000,-0.141281,-0.002174,0.760000,0.002083,-0.023926,0.760000,-0.002075,-0.010872,0.760000,0.002075,-0.010872,0.760000,0.010384,-0.004356,0.760000,0.010391,-0.013046,0.760000,0.016624,0.002174,0.760000,-0.114273,-0.004349,0.760000,0.006233,-0.004349,0.760000,0.008308,0.000000,0.760000,0.012466,0.013054,0.760000,0.014542,0.006523,0.760000,0.016617,0.000000,0.760000,0.014549,-0.017403,0.760000,0.000000,-0.008698,0.760000,0.018700,-0.013054,0.760000,0.016624,-0.021751,0.760000,0.010391,0.006523,0.760000,0.018700,0.010872
0.780000,0.027008,-0.010872,0.780000,-0.141281,-0.013046,0.780000,-0.002075,-0.008698,0.780000,-0.004158,-0.006523,0.780000,0.004158,-0.008698,0.780000,0.004150,0.006523,0.780000,0.002083,-0.006523,0.780000,0.018700,0.002174,0.780000,-0.022850,-0.006523,0.780000,0.006233,0.000000,0.780000,0.010384,0.000000,0.780000,0.010384,0.002174,0.780000,0.006233,0.015228,0.780000,0.012466,0.000000,0.780000,0.016624,-0.019577,0.780000,0.000000,-0.006523,0.780000,0.022858,-0.013054,0.780000,0.022858,-0.026100,0.780000,0.016624,0.013054,0.780000,0.020782,0.006523
0.800000,0.016617,-0.019569,0.800000,-0.037399,0.010880,0.800000,0.002083,-0.002174,0.800000,0.000000,-0.013046,0.800000,0.008308,-0.015221,0.800000,0.002075,0.002174,0.800000,0.000000,-0.008698,0.800000,0.016624,-0.002174,0.800000,0.004158,0.000000,0.800000,0.012466,0.002174,0.800000,0.010384,-0.006523,0.800000,0.008308,0.008698,0.800000,0.012466,-0.002174,0.800000,0.008308,0.002174,0.800000,0.012466,-0.015228,0.800000,0.002083,-0.010880,0.800000,0.016624,-0.010880,0.800000,0.018700,-0.019577,0.800000,0.016624,0.006523,0.800000,0.020782,0.006523
