Data Set 1: Time (s),Data Set 1: Force G (N),Data Set 1: Force Y (N),Data Set 2: Time (s),Data Set 2: Force G (N),Data Set 2: Force Y (N),Data Set 3: Time (s),Data Set 3: Force G (N),Data Set 3: Force Y (N),Data Set 4: Time (s),Data Set 4: Force G (N),Data Set 4: Force Y (N),Data Set 5: Time (s),Data Set 5: Force G (N),Data Set 5: Force Y (N),Data Set 6: Time (s),Data Set 6: Force G (N),Data Set 6: Force Y (N),Data Set 7: Time (s),Data Set 7: Force G (N),Data Set 7: Force Y (N),Data Set 8: Time (s),Data Set 8: Force G (N),Data Set 8: Force Y (N),Data Set 9: Time (s),Data Set 9: Force G (N),Data Set 9: Force Y (N),Data Set 10: Time (s),Data Set 10: Force G (N),Data Set 10: Force Y (N),Data Set 11: Time (s),Data Set 11: Force G (N),Data Set 11: Force Y (N),Data Set 12: Time (s),Data Set 12: Force G (N),Data Set 12: Force Y (N),Data Set 13: Time (s),Data Set 13: Force G (N),Data Set 13: Force Y (N),Data Set 14: Time (s),Data Set 14: Force G (N),Data Set 14: Force Y (N),Data Set 15: Time (s),Data Set 15: Force G (N),Data Set 15: Force Y (N),Data Set 16: Time (s),Data Set 16: Force G (N),Data Set 16: Force Y (N),Data Set 17: Time (s),Data Set 17: Force G (N),Data Set 17: Force Y (N),Data Set 18: Time (s),Data Set 18: Force G (N),Data Set 18: Force Y (N),Data Set 19: Time (s),Data Set 19: Force G (N),Data Set 19: Force Y (N),Data Set 20: Time (s),Data Set 20: Force G (N),Data Set 20: Force Y (N)
2.620000,0.020775,-0.010872,2.620000,-6.498932,9.169708,2.620000,0.004158,-0.008698,2.620000,0.000000,-0.008698,2.620000,0.010391,-0.008698,2.620000,0.006233,0.008698,2.620000,0.010391,-0.006523,2.620000,0.024933,0.000000,2.620000,0.018700,-0.002174,2.620000,0.010384,-0.004349,2.620000,0.010384,0.004349,2.620000,0.006233,0.008698,2.620000,0.008308,0.000000,2.620000,0.006233,0.008698,2.620000,0.014549,-0.004349,2.620000,0.004158,-0.008698,2.620000,0.014549,-0.015228,2.620000,0.016624,-0.015228,2.620000,0.018700,0.008698,2.620000,0.018700,0.013046
2.640000,0.020775,-0.017395,2.640000,-2.605392,5.691917,2.640000,0.000000,-0.006523,2.640000,0.006233,-0.015221,2.640000,0.002075,-0.010872,2.640000,0.006233,0.004349,2.640000,0.002083,-0.006523,2.640000,0.022858,-0.006523,2.640000,0.014542,-0.010872,2.640000,0.004150,-0.006523,2.640000,0.010384,0.004349,2.640000,0.008308,-0.002174,2.640000,0.008308,0.002174,2.640000,0.006233,-0.002174,2.640000,0.016624,-0.019577,2.640000,0.000000,-0.010880,2.640000,0.006233,-0.004349,2.640000,0.020782,-0.010880,2.640000,0.010391,0.010872,2.640000,0.016624,0.013046
2.660000,0.008308,-0.015221,2.660000,-0.910019,2.020554,2.660000,0.006233,-0.006523,2.660000,0.000000,-0.010872,2.660000,0.004158,-0.008698,2.660000,0.004150,0.006523,2.660000,-0.004150,-0.010872,2.660000,0.012466,0.002174,2.660000,0.012466,-0.013046,2.660000,0.006233,-0.002174,2.660000,0.002075,0.000000,2.660000,0.012466,-0.002174,2.660000,0.008308,0.010880,2.660000,0.008308,-0.004349,2.660000,0.012466,-0.017403,2.660000,-0.002075,-0.013054,2.660000,0.010391,-0.008698,2.660000,0.022858,-0.015228,2.660000,0.014549,0.006523,2.660000,0.010391,0.004349
2.680000,0.010384,-0.013046,2.680000,-0.303345,0.637268,2.680000,0.000000,-0.013046,2.680000,0.002075,-0.013046,2.680000,0.002075,-0.015221,2.680000,0.004150,0.002174,2.680000,-0.002075,-0.013046,2.680000,0.018700,0.002174,2.680000,0.016624,-0.008698,2.680000,0.010384,0.000000,2.680000,0.006233,-0.004349,2.680000,0.014542,0.004349,2.680000,0.014542,0.004349,2.680000,0.012466,-0.002174,2.680000,0.016624,-0.017403,2.680000,0.000000,-0.015228,2.680000,0.012466,-0.015228,2.680000,0.020782,-0.015228,2.680000,0.010391,0.002174,2.680000,0.006233,0.010872
2.700000,0.006226,-0.017395,2.700000,-0.105965,0.191399,2.700000,-0.002075,-0.015221,2.700000,0.004158,-0.019577,2.700000,0.002075,-0.021751,2.700000,0.002075,0.000000,2.700000,0.006233,-0.006523,2.700000,0.016624,0.004349,2.700000,0.014542,-0.006523,2.700000,0.012466,0.002174,2.700000,0.012466,0.006523,2.700000,0.010384,0.006523,2.700000,0.008308,-0.002174,2.700000,0.014542,0.002174,2.700000,0.014549,-0.017403,2.700000,-0.004150,-0.015228,2.700000,0.020782,-0.015228,2.700000,0.020782,-0.010880,2.700000,0.018700,0.010872,2.700000,0.018700,0.015221
2.720000,0.010384,-0.013046,2.720000,-0.022858,0.052200,2.720000,0.002083,-0.004349,2.720000,0.004158,-0.015221,2.720000,0.006233,-0.015221,2.720000,0.008308,0.010872,2.720000,0.010391,-0.010872,2.720000,0.012466,0.008698,2.720000,0.008308,-0.006523,2.720000,0.010384,-0.013046,2.720000,0.010384,0.008698,2.720000,0.006233,0.004349,2.720000,0.008308,-0.002174,2.720000,0.010384,0.000000,2.720000,0.020782,-0.008698,2.720000,0.002083,-0.015228,2.720000,0.012466,-0.019577,2.720000,0.014549,-0.010880,2.720000,0.016624,0.010872,2.720000,0.012466,0.019569
2.740000,0.008308,-0.015221,2.740000,-0.004158,0.008705,2.740000,0.004158,-0.008698,2.740000,0.002075,-0.010872,2.740000,0.002075,-0.017395,2.740000,0.002075,0.004349,2.740000,0.006233,-0.010872,2.740000,0.022858,0.002174,2.740000,0.012466,-0.002174,2.740000,0.012466,0.008698,2.740000,0.012466,0.000000,2.740000,0.006233,0.006523,2.740000,0.016617,0.006523,2.740000,0.012466,0.000000,2.740000,0.018700,-0.017403,2.740000,0.006233,-0.008698,2.740000,0.012466,-0.015228,2.740000,0.014549,-0.008698,2.740000,0.020782,0.010872,2.740000,0.018700,0.015221
2.760000,0.006226,-0.017395,2.760000,0.014542,-0.002174,2.760000,0.006233,-0.017395,2.760000,-0.002075,-0.006523,2.760000,0.002075,-0.013046,2.760000,0.000000,0.000000,2.760000,0.010391,-0.004349,2.760000,0.018700,0.006523,2.760000,0.014542,-0.002174,2.760000,0.008308,0.004349,2.760000,0.006233,0.002174,2.760000,0.010384,0.002174,2.760000,0.008308,0.004349,2.760000,0.008308,0.000000,2.760000,0.008316,-0.019577,2.760000,0.002083,-0.021751,2.760000,0.012466,-0.019577,2.760000,0.014549,-0.013054,2.760000,0.016624,0.006523,2.760000,0.012466,0.004349
2.780000,0.008308,-0.015221,2.780000,0.016617,-0.006523,2.780000,0.006233,-0.010872,2.780000,0.000000,-0.004349,2.780000,0.002075,-0.010872,2.780000,0.004150,0.010872,2.780000,0.010391,-0.008698,2.780000,0.022858,-0.002174,2.780000,0.010391,-0.004349,2.780000,0.006233,-0.002174,2.780000,0.000000,0.006523,2.780000,0.008308,0.006523,2.780000,0.010384,0.000000,2.780000,0.006233,-0.002174,2.780000,0.008316,-0.015228,2.780000,-0.002075,-0.017403,2.780000,0.016624,-0.010880,2.780000,0.018700,-0.013054,2.780000,0.018700,0.004349,2.780000,0.018700,0.013046
2.800000,0.012459,-0.021744,2.800000,0.018692,-0.006523,2.800000,0.010391,-0.015221,2.800000,0.000000,-0.006523,2.800000,-0.002075,-0.008698,2.800000,0.004150,0.006523,2.800000,-0.002075,-0.008698,2.800000,0.024933,-0.004349,2.800000,0.014542,-0.004349,2.800000,0.004150,0.002174,2.800000,0.010384,0.004349,2.800000,0.012466,0.002174,2.800000,0.012466,0.006523,2.800000,0.006233,0.002174,2.800000,0.014549,-0.008698,2.800000,-0.004150,-0.013054,2.800000,0.006233,-0.013054,2.800000,0.018700,-0.017403,2.800000,0.018700,0.004349,2.800000,0.014549,0.010872
2.820000,0.018692,-0.017395,2.820000,0.016617,-0.004349,2.820000,0.006233,-0.006523,2.820000,0.000000,-0.008698,2.820000,0.002075,-0.010872,2.820000,0.002075,0.002174,2.820000,0.008316,-0.010872,2.820000,0.018700,0.006523,2.820000,0.012466,-0.004349,2.820000,0.008308,-0.002174,2.820000,0.008308,0.004349,2.820000,0.012466,0.002174,2.820000,0.012466,0.000000,2.820000,0.006233,0.000000,2.820000,0.010391,-0.015228,2.820000,-0.002075,-0.017403,2.820000,0.010391,-0.015228,2.820000,0.018700,-0.015228,2.820000,0.016624,0.010872,2.820000,0.016624,0.010872
2.840000,0.018692,-0.015221,2.840000,0.018692,-0.006523,2.840000,0.004158,-0.017395,2.840000,-0.002075,-0.006523,2.840000,-0.002075,-0.013046,2.840000,0.008308,0.006523,2.840000,0.008316,-0.010872,2.840000,0.022858,-0.002174,2.840000,0.014542,-0.006523,2.840000,0.010384,0.004349,2.840000,0.006233,0.008698,2.840000,0.008308,0.002174,2.840000,0.012466,0.004349,2.840000,0.002075,0.002174,2.840000,0.014549,-0.010880,2.840000,-0.002075,-0.023926,2.840000,0.012466,-0.017403,2.840000,0.014549,-0.006523,2.840000,0.016624,0.008698,2.840000,0.016624,0.019569
2.860000,0.022850,-0.019569,2.860000,0.010384,-0.004349,2.860000,0.000000,-0.019577,2.860000,0.002075,-0.010872,2.860000,0.002075,-0.008698,2.860000,0.008308,0.006523,2.860000,0.008316,-0.006523,2.860000,0.018700,-0.004349,2.860000,0.010391,-0.006523,2.860000,0.014542,0.000000,2.860000,0.002075,0.006523,2.860000,0.002075,0.004349,2.860000,0.006233,0.002174,2.860000,0.010384,0.002174,2.860000,0.014549,-0.017403,2.860000,0.004158,-0.019577,2.860000,0.016624,-0.015228,2.860000,0.014549,-0.010880,2.860000,0.012466,0.010872,2.860000,0.018700,0.010872
2.880000,0.022850,-0.010872,2.880000,0.010384,-0.002174,2.880000,0.000000,-0.008698,2.880000,-0.002075,-0.006523,2.880000,0.004158,-0.008698,2.880000,0.006233,0.006523,2.880000,0.010391,-0.013046,2.880000,0.018700,0.004349,2.880000,0.014542,-0.010872,2.880000,0.010384,0.002174,2.880000,0.006233,-0.002174,2.880000,0.006233,0.004349,2.880000,0.008308,0.008698,2.880000,0.016617,0.004349,2.880000,0.014549,-0.013054,2.880000,0.006233,-0.015228,2.880000,0.012466,-0.013054,2.880000,0.012466,-0.008698,2.880000,0.012466,0.008698,2.880000,0.014549,0.013046
2.900000,0.018692,-0.008698,2.900000,0.016617,-0.008698,2.900000,-0.004150,-0.010872,2.900000,0.002075,-0.019577,2.900000,0.000000,-0.010872,2.900000,0.012466,0.004349,2.900000,0.008316,-0.008698,2.900000,0.018700,0.000000,2.900000,0.010391,-0.010872,2.900000,0.006233,0.002174,2.900000,0.004150,0.004349,2.900000,0.010384,0.004349,2.900000,0.008308,0.000000,2.900000,0.006233,-0.002174,2.900000,0.012466,-0.013054,2.900000,-0.002075,-0.010880,2.900000,0.006233,-0.017403,2.900000,0.012466,-0.008698,2.900000,0.018700,0.004349,2.900000,0.018700,0.013046
2.920000,0.020775,-0.015221,2.920000,0.020775,-0.006523,2.920000,-0.004150,-0.015221,2.920000,-0.004158,-0.015221,2.920000,0.000000,0.000000,2.920000,0.012466,0.013046,2.920000,0.004158,-0.010872,2.920000,0.016624,0.004349,2.920000,0.010391,-0.002174,2.920000,0.012466,-0.002174,2.920000,0.006233,0.002174,2.920000,0.010384,0.004349,2.920000,0.008308,0.000000,2.920000,0.012466,0.000000,2.920000,0.016624,-0.010880,2.920000,0.008316,-0.006523,2.920000,-0.066483,-0.015228,2.920000,0.024933,-0.013054,2.920000,0.012466,0.006523,2.920000,0.012466,0.008698
2.940000,0.027008,-0.015221,2.940000,0.024925,-0.010872,2.940000,0.004158,-0.013046,2.940000,-0.008308,-0.010872,2.940000,0.002075,-0.015221,2.940000,0.006233,0.010872,2.940000,0.004158,-0.013046,2.940000,0.014549,0.002174,2.940000,0.014542,-0.015221,2.940000,0.008308,0.008698,2.940000,0.010384,0.006523,2.940000,0.008308,0.004349,2.940000,0.006233,-0.004349,2.940000,0.004150,0.004349,2.940000,0.012466,-0.008698,2.940000,0.008316,-0.008698,2.940000,-0.180756,-0.021751,2.940000,0.024933,-0.015228,2.940000,0.014549,0.004349,2.940000,0.012466,0.013046
2.960000,0.027008,-0.004349,2.960000,0.022850,-0.006523,2.960000,-0.002075,-0.013046,2.960000,0.000000,-0.013046,2.960000,-0.002075,-0.010872,2.960000,0.004150,0.008698,2.960000,0.012466,-0.008698,2.960000,0.016624,0.013054,2.960000,0.010391,-0.004349,2.960000,0.010384,0.004349,2.960000,0.002075,-0.002174,2.960000,0.012466,0.004349,2.960000,0.004150,0.004349,2.960000,0.008308,0.004349,2.960000,0.010391,-0.010880,2.960000,0.004158,-0.008698,2.960000,-0.191139,-0.015228,2.960000,0.018700,-0.010880,2.960000,0.014549,0.000000,2.960000,0.024933,0.015221
2.980000,0.018692,-0.010872,2.980000,0.022850,-0.013046,2.980000,0.000000,-0.015221,2.980000,0.002075,-0.008698,2.980000,0.002075,-0.013046,2.980000,-0.004158,0.006523,2.980000,0.010391,0.000000,2.980000,0.027016,0.006523,2.980000,0.018700,-0.004349,2.980000,0.014542,0.000000,2.980000,0.014542,0.006523,2.980000,0.008308,0.000000,2.980000,0.008308,0.010880,2.980000,0.008308,0.006523,2.980000,0.010391,-0.015228,2.980000,-0.004150,-0.010880,2.980000,-0.132965,-0.013054,2.980000,0.018700,-0.013054,2.980000,0.010391,0.006523,2.980000,0.014549,0.000000
3.000000,0.016617,-0.013046,3.000000,0.018692,-0.013046,3.000000,0.002083,-0.008698,3.000000,0.004158,-0.010872,3.000000,0.010391,-0.004349,3.000000,0.004150,0.008698,3.000000,0.006233,-0.010872,3.000000,0.018700,0.006523,3.000000,0.010391,0.002174,3.000000,0.010384,0.002174,3.000000,0.014542,0.000000,3.000000,0.010384,-0.004349,3.000000,0.008308,0.002174,3.000000,0.014542,0.004349,3.000000,0.012466,-0.017403,3.000000,0.002083,-0.015228,3.000000,-0.062325,-0.006523,3.000000,0.016624,-0.004349,3.000000,0.016624,0.004349,3.000000,0.018700,0.006523
3.020000,0.018692,-0.008698,3.020000,0.020775,-0.017395,3.020000,0.002083,-0.013046,3.020000,0.000000,-0.013046,3.020000,0.002075,-0.010872,3.020000,0.002075,0.002174,3.020000,0.008316,-0.004349,3.020000,0.016624,0.000000,3.020000,0.014542,0.004349,3.020000,0.002075,-0.002174,3.020000,0.008308,0.006523,3.020000,0.008308,0.002174,3.020000,0.010384,-0.004349,3.020000,0.008308,0.004349,3.020000,0.014549,-0.013054,3.020000,0.000000,-0.019577,3.020000,0.029091,-0.010880,3.020000,0.016624,-0.008698,3.020000,0.014549,0.008698,3.020000,0.016624,0.008698
3.040000,0.016617,-0.019569,3.040000,0.027008,-0.008698,3.040000,0.000000,-0.008698,3.040000,-0.002075,-0.013046,3.040000,0.008308,-0.004349,3.040000,0.006233,0.004349,3.040000,0.010391,-0.013046,3.040000,0.016624,0.002174,3.040000,0.014542,-0.002174,3.040000,0.004150,0.004349,3.040000,0.008308,0.004349,3.040000,0.012466,0.002174,3.040000,0.010384,0.004349,3.040000,0.012466,-0.002174,3.040000,-0.022850,-0.015228,3.040000,-0.008308,-0.017403,3.040000,0.083107,-0.019577,3.040000,0.008316,-0.006523,3.040000,0.014549,0.006523,3.040000,0.018700,0.010872
3.060000,0.014542,-0.010872,3.060000,0.018692,-0.006523,3.060000,0.004158,-0.008698,3.060000,-0.002075,-0.008698,3.060000,0.000000,-0.010872,3.060000,0.004150,0.010872,3.060000,0.004158,-0.015221,3.060000,0.022858,0.002174,3.060000,0.010391,-0.006523,3.060000,0.004150,-0.002174,3.060000,0.004150,0.002174,3.060000,0.012466,0.004349,3.060000,0.010384,0.002174,3.060000,0.010384,0.004349,3.060000,-0.174522,-0.013054,3.060000,0.006233,-0.010880,3.060000,0.087265,-0.017403,3.060000,0.010391,-0.023926,3.060000,0.018700,0.000000,3.060000,0.010391,0.010872
3.080000,0.012459,-0.006523,3.080000,0.020775,-0.008698,3.080000,0.002083,-0.010872,3.080000,-0.004158,0.000000,3.080000,-0.002075,-0.010872,3.080000,-0.006233,0.002174,3.080000,0.010391,-0.015221,3.080000,0.018700,0.004349,3.080000,0.018700,-0.010872,3.080000,0.002075,-0.002174,3.080000,0.000000,0.002174,3.080000,0.006233,0.006523,3.080000,0.012466,0.002174,3.080000,0.012466,0.004349,3.080000,-0.224380,-0.013054,3.080000,-0.002075,-0.006523,3.080000,0.060257,-0.015228,3.080000,0.016624,-0.017403,3.080000,0.010391,0.002174,3.080000,0.016624,0.010872
3.100000,0.012459,-0.013046,3.100000,0.022850,-0.010872,3.100000,0.006233,-0.010872,3.100000,0.004158,-0.010872,3.100000,0.004158,-0.010872,3.100000,0.002075,0.013046,3.100000,0.010391,-0.010872,3.100000,0.014549,0.006523,3.100000,0.014542,-0.010872,3.100000,0.010384,-0.004349,3.100000,0.004150,0.004349,3.100000,0.006233,0.008698,3.100000,0.010384,0.008698,3.100000,0.006233,0.000000,3.100000,-0.172440,-0.017403,3.100000,0.006233,-0.015228,3.100000,0.039482,-0.013054,3.100000,0.018700,-0.021751,3.100000,0.016624,0.002174,3.100000,0.012466,0.008698
3.120000,0.010384,-0.021744,3.120000,0.024925,-0.013046,3.120000,0.004158,-0.013046,3.120000,-0.002075,-0.015221,3.120000,0.008308,-0.010872,3.120000,0.000000,0.006523,3.120000,0.002083,-0.010872,3.120000,0.016624,0.000000,3.120000,0.014542,-0.010872,3.120000,0.006233,0.004349,3.120000,0.006233,0.002174,3.120000,0.006233,0.002174,3.120000,0.006233,0.000000,3.120000,0.010384,-0.004349,3.120000,-0.089333,-0.015228,3.120000,-0.004150,-0.013054,3.120000,0.004158,-0.010880,3.120000,0.012466,-0.013054,3.120000,0.008316,0.000000,3.120000,0.012466,0.013046
3.140000,0.018692,-0.019569,3.140000,0.020775,-0.010872,3.140000,0.000000,-0.013046,3.140000,0.000000,-0.008698,3.140000,0.002075,-0.010872,3.140000,0.008308,0.008698,3.140000,0.006233,-0.008698,3.140000,0.014549,0.008698,3.140000,0.018700,-0.002174,3.140000,0.008308,0.000000,3.140000,0.008308,0.004349,3.140000,0.008308,0.002174,3.140000,0.012466,0.004349,3.140000,0.018700,0.004349,3.140000,0.002083,-0.008698,3.140000,0.002083,-0.015228,3.140000,-0.029083,-0.017403,3.140000,0.016624,-0.010880,3.140000,0.014549,0.002174,3.140000,0.008316,0.008698
3.160000,0.016617,-0.013046,3.160000,0.016617,-0.006523,3.160000,0.010391,-0.013046,3.160000,0.000000,-0.004349,3.160000,0.006233,-0.008698,3.160000,0.000000,0.010872,3.160000,-0.006226,-0.004349,3.160000,0.018700,0.004349,3.160000,0.014542,-0.010872,3.160000,0.006233,-0.002174,3.160000,0.012466,0.000000,3.160000,0.006233,0.008698,3.160000,0.006233,0.010880,3.160000,0.008308,0.004349,3.160000,0.027016,-0.017403,3.160000,-0.004150,-0.008698,3.160000,0.000000,-0.017403,3.160000,0.016624,-0.008698,3.160000,-0.024925,0.008698,3.160000,0.014549,0.015221
3.180000,0.024925,-0.010872,3.180000,0.022850,-0.006523,3.180000,0.004158,-0.004349,3.180000,0.002075,-0.002174,3.180000,0.006233,-0.013046,3.180000,0.004150,0.013046,3.180000,0.006233,-0.010872,3.180000,0.016624,0.004349,3.180000,0.010391,-0.006523,3.180000,0.008308,0.002174,3.180000,0.006233,-0.002174,3.180000,0.000000,0.004349,3.180000,0.008308,0.006523,3.180000,0.010384,0.000000,3.180000,0.051949,-0.013054,3.180000,-0.002075,-0.006523,3.180000,0.012466,-0.017403,3.180000,0.020782,-0.008698,3.180000,-0.164131,0.006523,3.180000,0.014549,0.008698
3.200000,0.022850,-0.004349,3.200000,0.024925,-0.006523,3.200000,0.002083,-0.015221,3.200000,0.000000,-0.015221,3.200000,-0.004158,-0.017395,3.200000,0.004150,0.010872,3.200000,0.004158,-0.008698,3.200000,0.018700,0.004349,3.200000,0.010391,-0.013046,3.200000,0.008308,-0.002174,3.200000,0.008308,-0.002174,3.200000,0.010384,0.004349,3.200000,0.010384,0.008698,3.200000,0.014542,0.008698,3.200000,0.072723,-0.010880,3.200000,0.004158,-0.013054,3.200000,0.008316,-0.015228,3.200000,0.018700,-0.013054,3.200000,-0.222305,0.006523,3.200000,0.022858,0.010872
3.220000,0.022850,-0.006523,3.220000,0.022850,-0.010872,3.220000,0.004158,-0.015221,3.220000,0.002075,-0.010872,3.220000,-0.004158,-0.026100,3.220000,0.004150,0.010872,3.220000,0.004158,-0.010872,3.220000,0.018700,0.006523,3.220000,0.018700,-0.006523,3.220000,0.012466,0.000000,3.220000,-0.006233,-0.002174,3.220000,0.008308,0.004349,3.220000,0.006233,0.000000,3.220000,0.010384,0.006523,3.220000,0.070641,-0.017403,3.220000,0.004158,-0.010880,3.220000,0.018700,-0.010880,3.220000,0.012466,-0.013054,3.220000,-0.186989,0.015228,3.220000,0.014549,0.010872
3.240000,0.027008,-0.010872,3.240000,0.029083,-0.015221,3.240000,0.002083,-0.006523,3.240000,-0.002075,-0.010872,3.240000,0.000000,-0.008698,3.240000,0.000000,0.008698,3.240000,-0.002075,-0.013046,3.240000,0.016624,0.006523,3.240000,0.018700,-0.006523,3.240000,0.010384,0.008698,3.240000,0.008308,0.008698,3.240000,0.000000,0.004349,3.240000,0.006233,-0.004349,3.240000,0.008308,-0.002174,3.240000,0.062332,-0.013054,3.240000,0.000000,-0.019577,3.240000,0.014549,-0.010880,3.240000,0.022858,-0.008698,3.240000,-0.105957,0.006523,3.240000,0.014549,0.015221
3.260000,0.024925,-0.019569,3.260000,0.024925,-0.017395,3.260000,0.006233,-0.010872,3.260000,-0.004158,-0.015221,3.260000,0.002075,-0.008698,3.260000,0.000000,0.008698,3.260000,0.006233,-0.010872,3.260000,0.014549,-0.002174,3.260000,0.014542,-0.002174,3.260000,0.012466,0.000000,3.260000,0.006233,0.004349,3.260000,0.010384,0.004349,3.260000,0.010384,-0.002174,3.260000,0.012466,-0.004349,3.260000,0.054024,-0.015228,3.260000,0.002083,-0.008698,3.260000,0.000000,-0.015228,3.260000,-0.045708,-0.019577,3.260000,-0.006233,0.013054,3.260000,0.020782,0.013046
3.280000,0.016617,-0.023926,3.280000,0.018692,-0.006523,3.280000,-0.004150,-0.006523,3.280000,0.000000,-0.017395,3.280000,0.004158,-0.002174,3.280000,0.006233,0.013046,3.280000,0.004158,-0.013046,3.280000,0.014549,-0.002174,3.280000,0.014542,-0.004349,3.280000,0.008308,0.004349,3.280000,0.006233,0.000000,3.280000,0.002075,0.013054,3.280000,0.008308,0.002174,3.280000,0.010384,-0.004349,3.280000,0.037399,-0.008698,3.280000,0.010391,-0.010880,3.280000,0.002083,-0.008698,3.280000,-0.141281,-0.008698,3.280000,0.087265,0.010872,3.280000,0.012466,0.008698
3.300000,0.016617,-0.023926,3.300000,0.027008,-0.010872,3.300000,0.002083,0.000000,3.300000,-0.004158,-0.015221,3.300000,0.000000,-0.008698,3.300000,0.002075,0.006523,3.300000,0.002083,-0.010872,3.300000,0.016624,0.000000,3.300000,0.010391,-0.004349,3.300000,0.008308,-0.002174,3.300000,0.006233,-0.002174,3.300000,0.010384,0.004349,3.300000,0.000000,0.013054,3.300000,0.012466,-0.004349,3.300000,0.031166,-0.010880,3.300000,0.002083,-0.015228,3.300000,0.008316,-0.010880,3.300000,-0.151665,-0.010880,3.300000,0.149597,0.006523,3.300000,0.014549,0.010872
3.320000,0.020775,-0.034798,3.320000,0.027008,-0.013046,3.320000,0.008316,-0.008698,3.320000,-0.010384,-0.015221,3.320000,-0.002075,-0.008698,3.320000,0.008308,0.002174,3.320000,0.002083,-0.008698,3.320000,0.012466,0.002174,3.320000,0.008308,-0.008698,3.320000,0.010384,-0.006523,3.320000,0.006233,0.004349,3.320000,0.000000,0.002174,3.320000,0.008308,0.010880,3.320000,0.010384,0.006523,3.320000,0.018700,-0.013054,3.320000,-0.004150,-0.008698,3.320000,0.012466,-0.017403,3.320000,-0.068558,-0.002174,3.320000,0.132973,0.006523,3.320000,0.018700,0.015221
3.340000,0.020775,-0.039146,3.340000,0.020775,-0.002174,3.340000,0.002083,-0.013046,3.340000,-0.004158,-0.013046,3.340000,0.002075,-0.013046,3.340000,-0.002083,0.004349,3.340000,0.002083,-0.010872,3.340000,0.018700,0.000000,3.340000,0.010391,0.000000,3.340000,0.014542,-0.002174,3.340000,0.006233,0.008698,3.340000,0.004150,0.000000,3.340000,0.006233,0.004349,3.340000,0.010384,0.002174,3.340000,0.010391,-0.010880,3.340000,0.006233,-0.008698,3.340000,0.016624,-0.013054,3.340000,-0.008308,-0.015228,3.340000,0.091423,0.008698,3.340000,0.010391,0.006523
3.360000,0.014542,-0.036972,3.360000,0.020775,-0.006523,3.360000,0.006233,-0.017395,3.360000,0.004158,-0.010872,3.360000,-0.002075,-0.015221,3.360000,-0.004158,0.008698,3.360000,0.008316,-0.008698,3.360000,0.024933,0.000000,3.360000,0.018700,-0.002174,3.360000,0.010384,0.002174,3.360000,0.008308,0.006523,3.360000,0.008308,0.006523,3.360000,0.006233,0.002174,3.360000,0.008308,0.000000,3.360000,0.006233,-0.008698,3.360000,-0.002075,-0.010880,3.360000,0.010391,-0.013054,3.360000,0.022858,-0.006523,3.360000,0.054024,0.010872,3.360000,0.006233,0.008698
3.380000,0.010384,-0.043495,3.380000,0.020775,-0.006523,3.380000,0.004158,-0.008698,3.380000,-0.004158,-0.013046,3.380000,0.004158,-0.015221,3.380000,0.004150,0.008698,3.380000,0.006233,-0.008698,3.380000,0.014549,0.004349,3.380000,0.008308,-0.004349,3.380000,0.012466,0.000000,3.380000,0.000000,0.010880,3.380000,0.004150,0.002174,3.380000,0.002075,0.006523,3.380000,0.010384,0.004349,3.380000,-0.004150,-0.004349,3.380000,0.004158,-0.008698,3.380000,0.016624,-0.015228,3.380000,0.035324,-0.008698,3.380000,-0.043625,0.006523,3.380000,-0.074791,0.008698
3.400000,0.020775,-0.043495,3.400000,0.022850,-0.008698,3.400000,0.000000,-0.015221,3.400000,-0.002075,-0.006523,3.400000,0.006233,-0.013046,3.400000,0.002075,-0.004356,3.400000,0.008316,-0.013046,3.400000,0.016624,0.002174,3.400000,0.016624,-0.015221,3.400000,0.012466,0.000000,3.400000,0.002075,0.006523,3.400000,0.006233,0.000000,3.400000,0.012466,0.006523,3.400000,0.010384,0.000000,3.400000,-0.002075,0.023926,3.400000,0.004158,-0.013054,3.400000,0.004158,-0.013054,3.400000,0.033249,-0.006523,3.400000,-0.087257,0.010872,3.400000,-0.130890,0.002174
3.420000,0.020775,-0.054375,3.420000,0.027008,-0.008698,3.420000,-0.008308,-0.013046,3.420000,-0.006233,-0.017395,3.420000,0.006233,-0.015221,3.420000,-0.002083,0.004349,3.420000,0.008316,-0.008698,3.420000,0.012466,0.002174,3.420000,0.018700,-0.006523,3.420000,0.014542,-0.004349,3.420000,-0.002083,0.004349,3.420000,0.008308,0.000000,3.420000,0.010384,0.006523,3.420000,0.014542,0.008698,3.420000,-0.008308,0.039146,3.420000,0.002083,-0.010880,3.420000,0.004158,-0.013054,3.420000,0.018700,-0.006523,3.420000,-0.062325,0.015228,3.420000,-0.101799,0.010872
3.440000,0.033241,-0.039146,3.440000,0.022850,-0.006523,3.440000,0.002083,-0.004349,3.440000,-0.006233,-0.010872,3.440000,-0.004158,-0.015221,3.440000,0.004150,0.008698,3.440000,0.008316,-0.013046,3.440000,0.010391,-0.004349,3.440000,0.014542,0.000000,3.440000,0.010384,0.002174,3.440000,0.006233,0.000000,3.440000,0.012466,0.002174,3.440000,0.004150,0.000000,3.440000,0.014542,0.006523,3.440000,-0.006233,0.034798,3.440000,-0.002075,-0.008698,3.440000,0.014549,-0.015228,3.440000,0.010391,-0.008698,3.440000,-0.031158,0.006523,3.440000,-0.031158,0.010872
